id,created_at,date,money,bank,who,content,class
1,,2023/3/1,288,現金,-,公司飲料代墊收款,代墊收款
2,,2023/3/1,-455,大戶卡,-,公司飲料代墊,代墊
3,,2023/3/1,455,現金,-,公司飲料代墊收款,代墊收款
4,,2023/3/1,-3000,大戶(軒),-,好市多敏敏乳酪球*10,代墊
5,,2023/3/1,3000,現金,-,好市多敏敏代墊收款,代墊收款
6,,2023/3/1,-255,大戶(軒),一起,好市多巧克力,餐費
7,,2023/3/1,-100,現金,霖,午餐-白油炒手麵,餐費
8,,2023/3/1,-1998,兆豐(霖),一起,網路費,網路
9,,2023/2/28,-150,嘟嘟卡,軒,機車加油,交通
10,,2023/2/28,-327,現金,一起,拜阿公的水果,交際
11,,2023/2/28,-90,現金,一起,拜阿公的紙錢,交際
12,,2023/2/28,-65,大戶卡,霖,茶湯會,飲料
13,,2023/2/28,-378,大戶卡,一起,午餐-麥當勞,餐費
14,,2023/2/28,-680,大戶(軒),一起,瓦斯*1,瓦斯
15,,2023/2/28,-28000,華南(軒),-,轉去大戶霖,洗錢
16,,2023/2/28,28000,大戶(霖),-,華南軒轉來,洗錢
17,,2023/2/28,-2148,大戶(軒),一起,晚餐-兄弟大飯店鐵板燒,餐費
18,,2023/2/27,-138,大戶卡,一起,小黃鴨刮毛神器,家用
19,,2023/2/27,-45,大戶卡,一起,水,飲料
20,,2023/2/27,-300,現金,一起,悠遊卡儲值,交通
21,,2023/2/27,-500,現金,一起,東港伴手禮,交際
22,,2023/2/27,-135,現金,一起,計程車,交通
23,,2023/2/27,-130,現金,一起,計程車(薛->火車站),交通
24,,2023/2/27,-1179,現金,一起,請薛家吃飯,交際
25,,2023/2/27,-785,現金,一起,晚餐-釜亭,餐費
26,,2023/2/27,-160,現金,一起,摩托車4天停車費,交通
27,,2023/2/27,-35,現金,霖,蜂蜜檸檬,飲料
28,,2023/2/26,-135,現金,一起,計程車,交通
29,,2023/2/26,-50,現金,霖,彈珠檯,娛樂
30,,2023/2/26,-50,現金,軒,摸貓給罐罐費,娛樂
31,,2023/2/26,-39,大戶卡,一起,水,飲料
32,,2023/2/26,-275,現金,一起,晚餐-丹丹漢堡,餐費
33,,2023/2/26,-65,大戶卡,霖,茶湯會,飲料
34,,2023/2/26,-1060,大戶卡,一起,消夜-凌晨食堂,餐費
35,,2023/2/26,-530,大戶卡,一起,請薛吃凌晨食堂,交際
36,,2023/2/25,-211,現金,一起,早餐-老江紅茶牛乳,餐費
37,,2023/2/25,-140,大戶卡,軒,圓梳,家用
38,,2023/2/25,-2860,大戶卡,-,姊金佳佳冠碩午餐代墊,代墊
39,,2023/2/25,-1065,大戶卡,一起,午餐-RARA餐酒館,餐費
40,,2023/2/25,2860,現金,-,姊金佳佳冠碩午餐代墊收款,代墊收款
41,,2023/2/25,-100,現金,一起,捌捌陸園區門票,娛樂
42,,2023/2/25,-60,大戶卡,軒,黃湘雲貓咪吊飾,交際
43,,2023/2/25,-30,現金,一起,停車費(金爸車),交通
44,,2023/2/25,-50,現金,一起,點心-小司康*6,餐費
45,,2023/2/25,-2080,現金,一起,晚餐-姊心中高雄最好吃餐廳,餐費
46,,2023/2/25,-60,現金,軒,御典茶,飲料
47,,2023/2/25,-60,現金,一起,買給薛御典茶,交際
48,,2023/2/25,-39,現金,一起,水,飲料
49,,2023/2/24,-165,大戶卡,一起,龜記,飲料
50,,2023/2/24,-288,大戶卡,-,公司飲料代墊,代墊
51,,2023/2/24,-1226,大戶卡,一起,住宿-高雄美麗島福憩旅店,娛樂
52,,2023/2/24,-139,大戶卡,一起,早餐-711,餐費
53,,2023/2/24,-100,現金,軒,午餐-高鐵便當,餐費
54,,2023/2/24,-200,現金,一起,儲值悠遊卡,交通
55,,2023/2/24,-60,大戶卡,一起,點心-馬可乳酪麵包,餐費
56,,2023/2/24,-28,大戶卡,一起,水,飲料
57,,2023/2/24,-115,大戶卡,一起,八耀和茶,飲料
58,,2023/2/24,-1000,現金,一起,晚餐-東東火鍋,餐費
59,,2023/2/24,2389,兆豐(霖),-,信鼎過年加班,額外收入
60,,2023/2/23,-19810,Line Bank,-,敏敏領錢,洗錢
61,,2023/2/23,-190,大戶(軒),-,敏敏領錢,洗錢
62,,2023/2/23,-19890,Bankee,-,敏敏領錢,洗錢
63,,2023/2/23,-19874,Line Bank,-,敏敏領錢,洗錢
64,,2023/2/23,-20000,Bankee,-,敏敏領錢,洗錢
65,,2023/2/23,-236,大戶(軒),-,敏敏領錢,洗錢
66,,2023/2/23,-855,大戶卡,-,公司午餐代墊,代墊
67,,2023/2/23,-815,大戶卡,-,公司午餐代墊,代墊
68,,2023/2/23,-370,大戶卡,-,公司飲料代墊,代墊
69,,2023/2/23,370,現金,-,公司飲料代墊收款,代墊收款
70,,2023/2/23,1670,現金,-,公司午餐代墊收款,代墊收款
71,,2023/2/23,-19,大戶卡,霖,機車停車費,交通
72,,2023/2/23,-400,現金,霖,剪頭髮,衣物
73,,2023/2/23,-454,大戶卡,霖,漫畫儲值,娛樂
74,,2023/2/23,-2131,嘟嘟卡,霖,中央碩二(上)學雜費分期(6/6),進修
75,,2023/2/23,-2131,嘟嘟卡,軒,中央碩二(上)學雜費分期(6/6),進修
76,,2023/2/23,-3000,嘟嘟卡,霖,中央學分費分期(5/6),進修
77,,2023/2/23,-3000,嘟嘟卡,霖,中央學分費分期(5/6),進修
78,,2023/2/23,-2186,嘟嘟卡,軒,美麗華曼黛瑪璉內衣分期(5/6),衣物
79,,2023/2/23,185,嘟嘟卡,-,刷卡回饋,額外收入
80,,2023/2/22,-7048,大戶卡,一起,汽車強制險+任意險,交通
81,,2023/2/22,-60000,Line Bank,-,敏敏領錢,洗錢
82,,2023/2/22,-504,大戶(霖),-,轉去大戶軒,洗錢
83,,2023/2/22,504,大戶(軒),-,大戶霖轉來,洗錢
84,,2023/2/22,-60000,Bankee,-,敏敏領錢,洗錢
85,,2023/2/22,-30000,將來(軒),-,敏敏領錢,洗錢
86,,2023/2/22,-30000,將來(霖),-,敏敏領錢,洗錢
87,,2023/2/22,-70000,大戶(霖),-,敏敏領錢,洗錢
88,,2023/2/22,-250,現金,軒,機車換機油,交通
89,,2023/2/22,-2568,大戶卡,一起,咪咪貓砂pidan*16包,寵物
90,,2023/2/22,380,現金,-,公司飲料代墊收款,代墊收款
91,,2023/2/22,-380,大戶卡,-,公司飲料代墊,代墊
92,,2023/2/22,-98,現金,霖,午餐-八方,餐費
93,,2023/2/22,-66,現金,一起,敏敏八方,交際
94,,2023/2/21,1578,大戶(軒),-,魚兒內褲代墊收款,代墊收款
95,,2023/2/21,1410,大戶(軒),-,肥樂內褲代墊收款,代墊收款
96,,2023/2/21,965,大戶(軒),-,湘內褲代墊收款,代墊收款
97,,2023/2/21,405,大戶(軒),-,雅嫻內褲代墊收款,代墊收款
98,,2023/2/21,363,大戶(軒),-,利息存入,額外收入
99,,2023/2/21,64,Line Bank,-,利息存入,額外收入
100,,2023/2/21,226,將來(軒),-,利息存入,額外收入
101,,2023/2/21,49,Bankee,-,利息存入,額外收入
102,,2023/2/21,23,Newnew Bank,-,利息存入,額外收入
103,,2023/2/21,350,現金,-,公司飲料代墊收款,代墊收款
104,,2023/2/21,395,現金,-,公司飲料代墊收款,代墊收款
105,,2023/2/21,-1005,大戶卡,-,公司飲料代墊,代墊
106,,2023/2/21,1005,現金,-,公司飲料代墊收款,代墊收款
107,,2023/2/21,64,Line Bank,-,利息存入,額外收入
108,,2023/2/21,394,大戶(霖),-,利息存入,額外收入
109,,2023/2/21,49,Bankee,-,利息存入,額外收入
110,,2023/2/20,-1249,大戶卡,一起,敏敏高腰內褲*6,交際
111,,2023/2/20,-1578,大戶卡,-,魚兒內褲*8代墊,代墊
112,,2023/2/20,-1410,大戶卡,-,肥樂內褲*8代墊,代墊
113,,2023/2/20,-965,大戶卡,-,湘內褲*6代墊,代墊
114,,2023/2/20,-405,大戶卡,-,雅嫻內褲*3代墊,代墊
115,,2023/2/20,-1119,大戶卡,軒,內褲*6,衣物
116,,2023/2/20,-5500,現金,-,現金存入華南軒,洗錢
117,,2023/2/20,5500,華南(軒),-,ATM現金存入,洗錢
118,,2023/2/20,22500,華南(軒),-,國泰人壽保險理賠(腸胃鏡),額外收入
119,,2023/2/20,-350,大戶卡,-,公司飲料代墊,代墊
120,,2023/2/20,-125,大戶卡,霖,機車加油,交通
121,,2023/2/19,-395,大戶卡,-,公司飲料代墊,代墊
122,,2023/2/18,-415,大戶卡,一起,午餐-麥當勞,餐費
123,,2023/2/18,-200,大戶卡,一起,書琳午餐麥當勞,交際
124,,2023/2/18,-552,大戶卡,軒,MIZUNO長袖衣服,衣物
125,,2023/2/18,-1280,大戶卡,一起,reebokT恤*2,衣物
126,,2023/2/18,-200,大戶卡,一起,翰林茶館,飲料
127,,2023/2/18,-1164,大戶卡,軒,JEEP毛衣,衣物
128,,2023/2/18,-432,大戶卡,軒,PUMA運動上衣,衣物
129,,2023/2/18,-1450,大戶卡,一起,晚餐-相演燒肉,餐費
130,,2023/2/18,-105,大戶卡,一起,汽車停車費,交通
131,,2023/2/18,-2757,大戶卡,霖,GAP T恤*1/外套/內褲/長袖上衣*2,衣物
132,,2023/2/18,-540,大戶卡,軒,GAP T恤,衣物
133,,2023/2/18,-30,現金,一起,汽車停車費,交通
134,,2023/2/17,-142,嘟嘟卡,軒,機車加油,交通
135,,2023/2/17,-2860,大戶卡,-,公司午餐代墊,代墊
136,,2023/2/17,2860,現金,-,公司午餐代墊收款,代墊收款
137,,2023/2/17,1480,現金,-,開群給甲種上課費+證照費代墊收款,代墊收款
138,,2023/2/17,-95,現金,霖,午餐-丼吃丼,餐費
139,,2023/2/17,-235,現金,一起,晚餐-老闆排骨,餐費
140,,2023/2/16,-36,現金,軒,國泰人壽理賠申請書郵寄,醫療
141,,2023/2/16,-3000,大戶卡,一起,高鐵左營南港回程,交通
142,,2023/2/16,-2290,大戶卡,一起,高鐵南港左營去程,交通
143,,2023/2/16,-965,大戶卡,-,公司下午茶代墊,代墊
144,,2023/2/16,-140,大戶卡,-,ubereat要退款代墊,代墊
145,,2023/2/16,-635,大戶卡,-,公司飲料代墊,代墊
146,,2023/2/16,635,現金,-,公司飲料代墊收款,代墊收款
147,,2023/2/16,965,現金,-,公司下午茶代墊收款,代墊收款
148,,2023/2/16,422,現金,-,敏敏給的便當小費,額外收入
149,,2023/2/16,-660,現金,一起,鐵板燒,餐費
150,,2023/2/16,-145,大戶卡,一起,可麗餅,餐費
151,,2023/2/16,-80,大戶卡,-,雅嫻的可麗餅,代墊
152,,2023/2/16,80,現金,-,雅嫻的可麗餅,代墊收款
153,,2023/2/16,-16607,華南(軒),-,繳嘟嘟卡,洗錢
154,,2023/2/16,16607,嘟嘟卡,-,華南軒繳嘟嘟卡,洗錢
155,,2023/2/16,-97,現金,霖,午餐-八方,餐費
156,,2023/2/15,-4500,現金,-,存去華南軒,洗錢
157,,2023/2/15,4500,華南(軒),-,現金存入,洗錢
158,,2023/2/15,12107,華南(軒),-,大戶軒轉來,洗錢
159,,2023/2/15,-12107,大戶(軒),-,轉去華南軒,洗錢
160,,2023/2/15,-191,大戶卡,一起,晚餐-勝博殿,餐費
161,,2023/2/14,555,現金,-,公司飲料代墊收款,代墊收款
162,,2023/2/14,-275,大戶卡,-,公司下午茶代墊,代墊
163,,2023/2/14,275,現金,-,公司下午茶代墊收款,代墊收款
164,,2023/2/13,-555,大戶卡,-,公司飲料代墊,代墊
165,,2023/2/12,-346,現金,一起,晚餐-麥當勞,餐費
166,,2023/2/11,-354,大戶卡,-,店裡牛奶代買代墊,代墊
167,,2023/2/11,354,現金,-,店裡牛奶代墊收款,代墊收款
168,,2023/2/11,1,現金,-,魚兒多給的摳摳,額外收入
169,,2023/2/11,-46,大戶卡,軒,鮮乳坊巧克力牛奶,飲料
170,,2023/2/11,-364,大戶卡,一起,晚餐-鬍鬚張,餐費
171,,2023/2/11,-578,大戶卡,-,幫打麻將買便當代墊,代墊
172,,2023/2/11,578,現金,-,幫打麻將買便當代墊收款,代墊收款
173,,2023/2/11,-690,現金,一起,午餐-六丁目拉麵,餐費
174,,2023/2/11,-590,現金,-,六丁目拉麵湘豬代墊,代墊
175,,2023/2/11,400,大戶(軒),-,網球中心湘羽球場地費代墊收款,代墊收款
176,,2023/2/11,590,大戶(軒),-,六丁目拉麵湘豬代墊收款,代墊收款
177,,2023/2/11,-140,大戶(軒),一起,龜記,飲料
178,,2023/2/10,-993,大戶卡,一起,UQ皮帶,衣物
179,,2023/2/10,486,大戶卡,-,招財貓旺鋪退貨代墊收款,代墊收款
180,,2023/2/9,-195,現金,一起,早餐-良粟商號,餐費
181,,2023/2/9,-199,大戶卡,軒,安全帽罩子,家用
182,,2023/2/9,240,現金,-,蘇姊午餐代墊收款,代墊收款
183,,2023/2/9,-33992,華南(軒),-,轉去大戶軒,洗錢
184,,2023/2/9,33992,大戶(軒),-,華南轉來,洗錢
185,,2023/2/9,-320,大戶(軒),-,轉去將來軒,洗錢
186,,2023/2/9,320,將來(軒),-,大戶軒轉來,洗錢
187,,2023/2/9,-9287,華南(軒),-,轉去將來軒,洗錢
188,,2023/2/9,9287,將來(軒),-,華南軒轉來,洗錢
189,,2023/2/9,-2880,大戶卡,-,公司午餐代墊,代墊
190,,2023/2/9,2880,現金,-,公司午餐代墊收款,代墊收款
191,,2023/2/9,-186,大戶卡,一起,巧克力*2片,餐費
192,,2023/2/8,260,現金,-,子倫午餐代墊收款,代墊收款
193,,2023/2/8,-260,大戶卡,-,子倫午餐代墊,代墊
194,,2023/2/8,-246,大戶卡,軒,午餐-云滇,餐費
195,,2023/2/8,-240,大戶卡,-,蘇姊午餐代墊,代墊
196,,2023/2/8,-150,嘟嘟卡,軒,機車加油,交通
197,,2023/2/8,-680,大戶(軒),一起,瓦斯一桶,瓦斯
198,,2023/2/7,605,現金,-,公司飲料代墊收款,代墊收款
199,,2023/2/7,-605,大戶卡,-,公司飲料代墊,代墊
200,,2023/2/7,-745,大戶卡,一起,橄欖油*3,家用
201,,2023/2/6,1235,現金,-,公司午餐代墊收款,代墊收款
202,,2023/2/6,-155,現金,軒,午餐-鴨肉飯,餐費
203,,2023/2/6,-399,大戶卡,霖,程式設計線上教學影片訂閱,進修
204,,2023/2/6,-918,現金,霖,蛋白粉*3,餐費
205,,2023/2/6,43279,華南(軒),-,1月薪水+加班15小+12月加班15小+特休未休完1小,薪資
206,,2023/2/6,1000,大戶(軒),-,發票中獎,額外收入
207,,2023/2/6,-260,現金,一起,晚餐-米糕,餐費
208,,2023/2/6,-60,現金,一起,晚餐-臭豆腐,餐費
209,,2023/2/6,-6,大戶卡,霖,程式設計線上教學影片訂閱手續費,進修
210,,2023/2/5,-1108,大戶(軒),一起,雅嫻生日禮物 無線行動電源,交際
211,,2023/2/5,-469,大戶(軒),一起,化妝棉菜瓜布牙膏,家用
212,,2023/2/5,-190,Line Bank,-,轉去大戶軒,洗錢
213,,2023/2/5,190,大戶(軒),-,linebank轉來,洗錢
214,,2023/2/5,-110,Bankee,-,轉去大戶軒,洗錢
215,,2023/2/5,110,大戶(霖),-,bankee轉來,洗錢
216,,2023/2/5,270,大戶(軒),-,現金存入大戶軒,洗錢
217,,2023/2/5,-270,現金,-,存入大戶軒,洗錢
218,,2023/2/5,-2145,現金,一起,午餐-蛤鍋,餐費
219,,2023/2/5,-40,現金,軒,金萱,飲料
220,,2023/2/5,-65,大戶卡,霖,龜記,飲料
221,,2023/2/5,-575,現金,一起,晚餐-熱炒,餐費
222,,2023/2/5,-125,大戶卡,一起,汽車停車費,交通
223,,2023/2/5,-84,大戶卡,一起,汽車停車費,交通
224,,2023/2/5,490,大戶(軒),-,羽球場地費代墊收款,代墊收款
225,,2023/2/5,-355,大戶卡,-,阿唐UBER買菜代墊,代墊
226,,2023/2/5,355,現金,-,阿唐UBER買菜代墊收款,代墊收款
227,,2023/2/4,330,現金,-,公司飲料代墊收款,代墊收款
228,,2023/2/4,-330,大戶卡,-,公司飲料代墊,代墊
229,,2023/2/4,-830,大戶卡,-,公司咖啡代墊,代墊
230,,2023/2/4,830,現金,-,公司咖啡代墊收款,代墊收款
231,,2023/2/4,-1235,大戶卡,-,公司午餐代墊,代墊
232,,2023/2/4,-45,大戶卡,-,ubereat退刷代墊,代墊
233,,2023/2/4,-65,大戶卡,一起,茶湯會,飲料
234,,2023/2/4,-400,大戶卡,一起,網球中心羽球場地費,運動
235,,2023/2/4,-477,現金,一起,午餐-咖哩豬排WITH敏敏,餐費
236,,2023/2/4,-400,大戶卡,-,網球中心湘羽球場地費,代墊
237,,2023/2/4,25,大戶卡,-,開飯退款代墊收款,代墊收款
238,,2023/2/4,45,大戶卡,-,UBEREAT退款代墊收款,代墊收款
239,,2023/2/3,-93,大戶卡,-,公司地瓜代墊,代墊
240,,2023/2/3,-450,大戶卡,-,公司豆漿代墊,代墊
241,,2023/2/3,-3745,大戶卡,-,公司午餐代墊,代墊
242,,2023/2/3,3745,現金,-,公司午餐代墊收款,代墊收款
243,,2023/2/3,543,現金,-,公司地瓜豆漿代墊收款,代墊收款
244,,2023/2/3,-49750,大戶(軒),-,定存股,洗錢
245,,2023/2/3,-16000,現金,-,存去華南,洗錢
246,,2023/2/3,16000,華南(軒),-,現金存入,洗錢
247,,2023/2/3,3,華南(軒),-,利息,額外收入
248,,2023/2/3,16003,大戶(軒),-,華南軒轉來,洗錢
249,,2023/2/3,-16003,華南(軒),-,轉去大戶軒,洗錢
250,,2023/2/3,-25,大戶卡,-,開飯白飯退刷代墊,代墊
251,,2023/2/2,-100000,將來(軒),-,轉去newbank軒,洗錢
252,,2023/2/2,-100000,將來(霖),-,轉去newbank霖,洗錢
253,,2023/2/2,9956,將來(軒),-,大戶軒轉來,洗錢
254,,2023/2/2,-9956,大戶(軒),-,轉去將來軒,洗錢
255,,2023/2/2,-188,大戶卡,軒,台灣之星電話費,網路
256,,2023/2/2,-188,大戶卡,霖,台灣之星電話費,網路
257,,2023/2/2,-11,大戶卡,霖,亞太電話費,網路
258,,2023/2/2,-2210,大戶卡,-,公司午餐代墊,代墊
259,,2023/2/2,2210,現金,-,公司午餐代墊收款,代墊收款
260,,2023/2/2,550,現金,-,公司飲料代墊收款,代墊收款
261,,2023/2/2,-550,大戶卡,-,公司飲料代墊,代墊
262,,2023/2/2,-10000,兆豐(霖),-,轉去大戶霖,洗錢
263,,2023/2/2,10000,大戶(霖),-,兆豐霖轉來,洗錢
264,,2023/2/2,100000,Newnew Bank,-,將來軒轉來,洗錢
265,,2023/2/2,100000,Newnew Bank,-,將來霖轉來,洗錢
266,,2023/2/2,-609,大戶卡,軒,黑褲*3 招財貓旺鋪,衣物
267,,2023/2/2,-263,大戶卡,軒,水壺2500ml,家用
268,,2023/2/2,-486,大戶卡,-,褲子退貨代墊,代墊
269,,2023/2/1,-10000,大戶(霖),-,保險費代墊,代墊
270,,2023/2/1,10893,現金,-,敏敏給保險錢,代墊收款
271,,2023/2/1,-30000,兆豐(霖),-,轉去大戶軒,洗錢
272,,2023/2/1,30000,大戶(軒),-,兆豐霖轉來,洗錢
273,,2023/2/1,-1287,大戶卡,-,公司午餐代墊,代墊
274,,2023/2/1,1287,現金,-,公司午餐代墊收款,代墊收款
275,,2023/2/1,107,現金,-,敏敏多給摳摳,額外收入
276,,2023/2/1,1460,大戶(軒),-,大戶刷卡回饋,額外收入
277,,2023/2/1,-893,現金,-,保險費代墊,代墊
278,,2023/1/31,-79,大戶卡,霖,午餐-711,餐費
279,,2023/1/31,40248,兆豐(霖),-,1月薪水,薪資
280,,2023/1/31,-145,嘟嘟卡,軒,機車加油,交通
281,,2023/1/31,-1,大戶卡,軒,氣泡碇,家用
282,,2023/1/31,-635,大戶卡,軒,國泰腸胃科回診,醫療
283,,2023/1/31,-415,大戶卡,-,公司飲料代墊收款,代墊
284,,2023/1/31,-21000,現金,-,存入大戶軒,洗錢
285,,2023/1/31,21000,大戶(軒),-,現金存入,洗錢
286,,2023/1/31,415,現金,-,公司飲料代墊收款,代墊收款
287,,2023/1/31,4,大戶(軒),-,台新白狗存款息,額外收入
288,,2023/1/30,-107,嘟嘟卡,霖,機車加油,交通
289,,2023/1/30,-355,大戶卡,-,公司飲料代墊,代墊
290,,2023/1/30,355,現金,,公司飲料代墊收款,代墊收款
291,,2023/1/30,-90,現金,霖,午餐-八方,餐費
292,,2023/1/29,-1500,現金,一起,晚餐-饗樂,餐費
293,,2023/1/29,-45,現金,一起,汽車停車費,交通
294,,2023/1/29,-90,大戶卡,一起,汽車停車費,交通
295,,2023/1/29,-65,大戶卡,霖,龜記,飲料
296,,2023/1/29,-400,大戶卡,一起,全聯(芥末、泡麵、玫瑰鹽),家用
297,,2023/1/29,50,現金,-,敏敏多給的零錢,額外收入
298,,2023/1/28,-50,現金,一起,柳橙檸檬,飲料
299,,2023/1/28,-50,現金,一起,鳥蛋兩串,餐費
300,,2023/1/28,-50,現金,一起,三和夜市大上海炸雞,餐費
301,,2023/1/28,-150,現金,一起,汽車停車費,交通
302,,2023/1/28,-644,大戶(軒),一起,晚餐-波波里,餐費
303,,2023/1/28,-75,現金,一起,阿唐家旁湯包,餐費
304,,2023/1/28,-200,現金,一起,悠遊卡儲值,交通
305,,2023/1/28,-111,大戶卡,一起,敏敏藥盒&洗碗精,交際
306,,2023/1/28,-158,大戶卡,一起,軒+霖藥盒*2,家用
307,,2023/1/27,-12939,大戶卡,霖,asus zenfone 9 (公司福利金買起乃),娛樂
308,,2023/1/27,-1250,嘟嘟卡,一起,汽車加油,交通
309,,2023/1/27,-520,大戶卡,一起,敏敏三總回診,交際
310,,2023/1/26,50,現金,-,敏敏刮刮樂給摳摳,額外收入
311,,2023/1/23,-160,大戶卡,一起,早餐-麥味登,餐費
312,,2023/1/23,-49,大戶卡,一起,巧克力,餐費
313,,2023/1/23,-920,大戶卡,一起,午餐-壽司郎,餐費
314,,2023/1/23,-748,大戶卡,霖,運動褲+滾輪,運動
315,,2023/1/23,180,嘟嘟卡,-,嘟嘟卡刷卡回饋,額外收入
316,,2023/1/23,-2131,嘟嘟卡,霖,中央碩二(上)學雜費分期(5/6),進修
317,,2023/1/23,-2131,嘟嘟卡,軒,中央碩二(上)學雜費分期(5/6),進修
318,,2023/1/23,-3000,嘟嘟卡,霖,中央學分費分期(4/6),進修
319,,2023/1/23,-3000,嘟嘟卡,軒,中央學分費分期(4/6),進修
320,,2023/1/23,-522,嘟嘟卡,-,美麗華曼黛瑪璉內衣分期(4/6)魚兒,代墊
321,,2023/1/23,-1664,嘟嘟卡,軒,美麗華曼黛瑪璉內衣分期(4/6),衣物
322,,2023/1/22,-110,現金,一起,茗穀屋豆花,餐費
323,,2023/1/22,-220,現金,一起,茗穀屋豆花小舅舅家&佑佑,交際
324,,2023/1/22,-490,大戶卡,一起,羽球場地費,運動
325,,2023/1/21,-21000,現金,一起,水電費,水電
326,,2023/1/21,-12000,現金,一起,敏敏過年紅包,交際
327,,2023/1/21,20000,現金,-,敏敏包給我們的過年紅包,額外收入
328,,2023/1/21,-490,大戶卡,-,羽球場地費代墊,代墊
329,,2023/1/21,-490,大戶卡,一起,羽球場地費,運動
330,,2023/1/21,-520,現金,軒,給阿霖的過年紅包,家用
331,,2023/1/21,64,Line Bank,-,利息存入,額外收入
332,,2023/1/21,389,將來(軒),-,利息存入,額外收入
333,,2023/1/21,386,將來(霖),-,利息存入,額外收入
334,,2023/1/21,64,Line Bank,-,利息存入,額外收入
335,,2023/1/21,110,Bankee,-,利息存入,額外收入
336,,2023/1/21,193,大戶(軒),-,薇欣LINE紅包,額外收入
337,,2023/1/21,111,Bankee,-,利息存入,額外收入
338,,2023/1/20,-345,大戶(霖),-,轉入大戶軒,洗錢
339,,2023/1/20,345,大戶(軒),-,大戶霖轉來,洗錢
340,,2023/1/20,-100000,將來(軒),-,轉去大戶軒,洗錢
341,,2023/1/20,100000,大戶(軒),-,將來軒轉來,洗錢
342,,2023/1/20,-30000,將來(霖),-,轉去大戶軒,洗錢
343,,2023/1/20,30000,大戶(軒),-,將來霖轉來,洗錢
344,,2023/1/20,-200,現金,一起,汽車洗車人工,交通
345,,2023/1/20,-500,現金,一起,雞胸肉*7 佳佳團購,餐費
346,,2023/1/20,-460,大戶卡,一起,午餐-老又新,餐費
347,,2023/1/20,-230,大戶卡,一起,敏敏老又新,交際
348,,2023/1/20,-65,大戶卡,霖,龜記,飲料
349,,2023/1/20,-75,大戶卡,一起,佳佳龜記,交際
350,,2023/1/20,-528,大戶卡,一起,口罩*3+棉花棒*2,家用
351,,2023/1/19,-505,大戶卡,-,公司飲料代墊,代墊
352,,2023/1/19,505,現金,-,公司飲料代墊收款,代墊收款
353,,2023/1/19,-14000,大戶(軒),-,atm領新鈔,洗錢
354,,2023/1/19,14000,現金,-,從大戶軒領新鈔,洗錢
355,,2023/1/19,-50000,大戶(軒),-,ATM領現金給媽(媽A錢),洗錢
356,,2023/1/19,-222,現金,軒,shien衣服*2,衣物
357,,2023/1/19,-180,大戶卡,霖,午餐-711,餐費
358,,2023/1/19,-93924,大戶(軒),-,繳大戶卡,洗錢
359,,2023/1/19,93924,大戶卡,-,大戶軒繳大戶卡,洗錢
360,,2023/1/19,-20000,兆豐(霖),-,轉去大戶軒,洗錢
361,,2023/1/19,341,大戶(軒),-,利息存入,額外收入
362,,2023/1/19,20000,大戶(軒),-,兆豐霖轉來,洗錢
363,,2023/1/19,345,大戶(霖),-,利息存入,額外收入
364,,2023/1/18,-2640,大戶卡,-,公司午餐代墊,代墊
365,,2023/1/18,1622,現金,-,公司下午茶摳摳幫忙轉給黃箱雲的現金,洗錢
366,,2023/1/18,-1622,大戶(軒),-,公司下午茶摳摳幫忙轉給黃箱雲,洗錢
367,,2023/1/18,2640,現金,-,公司午餐代墊收款,代墊收款
368,,2023/1/18,-620,大戶卡,-,公司飲料代墊,代墊
369,,2023/1/18,620,現金,-,公司飲料代墊收款,代墊收款
370,,2023/1/18,-129,嘟嘟卡,霖,機車加油,交通
371,,2023/1/18,-79,大戶卡,霖,午餐-711,餐費
372,,2023/1/17,-10000,大戶(軒),-,atm領現金,洗錢
373,,2023/1/17,10000,現金,-,atm領現金,洗錢
374,,2023/1/17,-10000,大戶(軒),-,借黃湘筠現金一萬,洗錢
375,,2023/1/17,-1358,現金,霖,蛋白粉*4,餐費
376,,2023/1/17,-146,嘟嘟卡,軒,機車加油,交通
377,,2023/1/17,-799,現金,軒,益生菌,家用
378,,2023/1/17,-819,現金,一起,敏敏若元錠1000錠,交際
379,,2023/1/17,10000,大戶(軒),-,黃湘筠還1萬,洗錢
380,,2023/1/17,-8000,大戶(軒),-,給魚兒好市多錢 敏敏出錢,洗錢
381,,2023/1/17,8000,現金,-,好市多敏敏出錢,洗錢
382,,2023/1/17,-15,現金,軒,公車費,交通
383,,2023/1/17,600,現金,-,霖初二上班開工紅包,額外收入
384,,2023/1/17,-90,現金,霖,午餐-水餃,餐費
385,,2023/1/16,-45,大戶卡,霖,午餐-711,餐費
386,,2023/1/16,355,現金,-,公司飲料代墊收款,代墊收款
387,,2023/1/16,395,現金,-,公司飲料代墊收款,代墊收款
388,,2023/1/16,-395,大戶卡,-,公司飲料代墊,代墊
389,,2023/1/16,-200,現金,軒,眼睛結膜炎看醫生,醫療
390,,2023/1/15,-444,嘟嘟卡,一起,午餐-勝博殿(with敏敏),餐費
391,,2023/1/15,-40,現金,一起,汽車停車費,交通
392,,2023/1/14,-65,大戶卡,軒,買茶湯會給阿霖喝,飲料
393,,2023/1/14,-900,大戶卡,一起,全聯採購(馬鈴薯/米/麵條/牛奶/鰹魚醬油/品客),家用
394,,2023/1/14,-130,嘟嘟卡,霖,機車加油,交通
395,,2023/1/14,-79,大戶卡,霖,午餐-711,餐費
