id,created_at,date,money,bank,who,content,class
3128,,2021/12/9,-255,大戶卡,一起,晚餐-711,餐費
3129,,2021/12/9,-646,大戶卡,軒,wa cookie古朗尼+曲奇,餐費
3130,,2021/12/9,-2552,大戶卡,-,幫佳、雅嫻、肥樂、湘代墊wa cookie,代墊
3131,,2021/12/9,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3132,,2021/12/8,-195,現金,一起,早餐-良粟商行,餐費
3133,,2021/12/8,-88,大戶卡,一起,晚餐-八方雲集,餐費
3134,,2021/12/8,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3135,,2021/12/8,-69,大戶卡,霖,午餐-711,餐費
3136,,2021/12/7,-29,大戶卡,一起,汽車停車費,交通
3137,,2021/12/7,-20340,土銀(霖),-,定存股,洗錢
3138,,2021/12/7,-65,現金,霖,午餐-黑金滷肉飯,餐費
3139,,2021/12/7,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3140,,2021/12/7,0,現金,一起,晚餐-mos,餐費
3141,,2021/12/6,-79,大戶卡,霖,午餐-711,餐費
3142,,2021/12/6,-5000,大戶(軒),-,從ATM領現金,洗錢
3143,,2021/12/6,5000,現金,-,從大戶軒領現金,洗錢
3144,,2021/12/6,-1200,現金,一起,媽的機車強制險保兩年,交際
3145,,2021/12/6,-1042,現金,一起,媽的機車第三責任險一年,交際
3146,,2021/12/6,200,大戶(軒),-,發票中獎,額外收入
3147,,2021/12/6,-733,大戶卡,霖,魔界戰記手遊儲值,娛樂
3148,,2021/12/5,-514,大戶卡,一起,ikea書架*2,家用
3149,,2021/12/5,-360,大戶卡,一起,掃地機器人耗材,家用
3150,,2021/12/5,-200,現金,一起,午餐-五燈獎滷肉飯,餐費
3151,,2021/12/5,-50,現金,一起,汽車停車費,交通
3152,,2021/12/5,-60,大戶卡,霖,茶湯會,飲料
3153,,2021/12/5,32389,土銀(霖),-,11月薪水,薪資
3154,,2021/12/5,-500,現金,-,現金存到大戶軒,洗錢
3155,,2021/12/5,500,大戶(軒),-,現金存進大戶軒,洗錢
3156,,2021/12/5,-18478,大戶(軒),軒,全球保險錢(軒),醫療
3157,,2021/12/4,-210,現金,一起,午餐-蔡記廣東粥,餐費
3158,,2021/12/4,-111,現金,一起,上輝仙草,餐費
3159,,2021/12/4,-100,現金,一起,汽車洗車,交通
3160,,2021/12/4,-1146,大戶卡,一起,汽車加油,交通
3161,,2021/12/4,-1500,現金,一起,晚餐-雙園火鍋,餐費
3162,,2021/12/4,-54,嘟嘟卡,一起,嘟嘟房停車費,交通
3163,,2021/12/3,-1818,土銀(霖),一起,網路費,網路
3164,,2021/12/3,-999,大戶卡,一起,【Hair Recipe】米糠 溫養豐盈洗髮精350ml+護髮素350g+溫養修護洗髮精70ml x2(日本髮的料理),家用
3165,,2021/12/3,-699,大戶卡,軒,跨年交換禮物-陳介偉 琺瑯鍋,交際
3166,,2021/12/3,-44700,華南(軒),-,轉到大戶軒,洗錢
3167,,2021/12/3,44700,大戶(軒),-,華南軒轉來,洗錢
3168,,2021/12/3,-540,大戶卡,霖,跨年交換禮物-邱詩翔 猛男月曆,交際
3169,,2021/12/3,-35469,大戶(軒),-,繳大戶卡費,洗錢
3170,,2021/12/3,35469,大戶卡,-,大戶軒繳卡費,洗錢
3171,,2021/12/2,-40,現金,霖,早餐-飯糰,餐費
3172,,2021/12/2,38700,華南(軒),-,11月薪水+加班22小時,薪資
3173,,2021/12/2,6000,華南(軒),-,出差6天一天一千,額外收入
3174,,2021/12/2,-115,大戶卡,軒,機車加油,交通
3175,,2021/12/1,-1800,現金,軒,考技師講義九本,進修
3176,,2021/12/1,-244,現金,軒,朱朱生日禮物,交際
3177,,2021/12/1,0,現金,霖,晚餐-mos,餐費
3178,,2021/12/1,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3179,,2021/12/1,751,大戶(軒),-,大戶回饋,額外收入
3180,,2021/12/1,-85,現金,霖,午餐-掛羊頭賣狗肉的丼吃丼,餐費
3181,,2021/12/1,-1000,大戶卡,一起,etag儲值,交通
3182,,2021/11/30,-95,現金,霖,午餐-親子丼,餐費
3183,,2021/11/30,-1700,現金,軒,午餐-泰滾,餐費
3184,,2021/11/30,-700,現金,一起,11/29晚餐薛煮 菜錢,餐費
3185,,2021/11/30,-123,大戶卡,霖,機車加油,交通
3186,,2021/11/30,0,嘟嘟卡,一起,嘟嘟房停車費,交通
3187,,2021/11/30,-149,大戶卡,霖,晚餐-麥當勞,餐費
3188,,2021/11/29,-110,現金,霖,午餐-強記雞肉飯,餐費
3189,,2021/11/29,-1616,大戶卡,軒,午餐-添好運 請薛跟慶邦,交際
3190,,2021/11/29,-171,大戶卡,軒,約翰紅茶,交際
3191,,2021/11/29,-120,大戶卡,軒,50嵐,交際
3192,,2021/11/29,-99,大戶卡,軒,薛煮菜需要的起酥片,餐費
3193,,2021/11/28,-1200,現金,一起,晚餐-路易奇洗衣,餐費
3194,,2021/11/28,-1440,大戶卡,軒,植村秀防曬隔離霜,衣物
3195,,2021/11/28,-3150,大戶卡,-,薛慶邦粉底液代墊,代墊
3196,,2021/11/28,3200,現金,-,薛慶邦粉底液收款,代墊收款
3197,,2021/11/28,-2240,大戶卡,軒,買vvdouble衣服,衣物
3198,,2021/11/28,-600,現金,一起,午餐-蘇阿姨,餐費
3199,,2021/11/28,-70,現金,軒,再睡五分鐘,飲料
3200,,2021/11/28,-245,大戶卡,一起,有飲 請薛跟慶邦,飲料
3201,,2021/11/28,-360,現金,一起,需沖洗護髮乳,家用
3202,,2021/11/28,-30,現金,一起,幫薛付寄物櫃,交際
3203,,2021/11/28,-79,大戶卡,軒,棉條,家用
3204,,2021/11/27,-49,現金,軒,小木屋鬆餅,餐費
3205,,2021/11/27,-202,大戶卡,一起,牛奶+綠茶,家用
3206,,2021/11/27,-600,現金,一起,加值悠遊卡三張 各兩百,交通
3207,,2021/11/27,-290,大戶卡,一起,午餐-鍋燒意麵,餐費
3208,,2021/11/27,-400,現金,霖,霖剪頭髮,衣物
3209,,2021/11/26,-440,大戶卡,一起,午餐-餡老滿,餐費
3210,,2021/11/26,-600,大戶卡,一起,口罩摩戴舒*3盒,家用
3211,,2021/11/25,2400,現金,-,出差十一月誤餐費400*6天,額外收入
3212,,2021/11/25,2708,現金,-,幫公司加油兩次代墊收款,代墊收款
3213,,2021/11/25,-2124,大戶(軒),-,嘟嘟房卡費,洗錢
3214,,2021/11/25,2124,嘟嘟卡,-,大戶軒轉來嘟嘟房卡費,洗錢
3215,,2021/11/25,-156,嘟嘟卡,一起,嘟嘟費停車費,交通
3216,,2021/11/25,-95,現金,霖,午餐-親子丼,餐費
3217,,2021/11/25,-1233,大戶卡,一起,汽車加油,交通
3218,,2021/11/25,-181,大戶卡,一起,晚餐-711,餐費
3219,,2021/11/24,-100,現金,霖,午餐-中日飯包,餐費
3220,,2021/11/24,-680,大戶(軒),一起,瓦斯一桶,瓦斯
3221,,2021/11/24,-87,大戶卡,一起,晚餐-八方,餐費
3222,,2021/11/24,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3223,,2021/11/23,-200,現金,軒,皮膚科過敏,醫療
3224,,2021/11/23,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3225,,2021/11/23,-95,現金,霖,午餐-梁記雞肉飯,餐費
3226,,2021/11/23,147,大戶卡,-,熊貓退錢,代墊收款
3227,,2021/11/23,8,嘟嘟卡,-,嘟嘟卡刷卡回饋直接扣帳單,額外收入
3228,,2021/11/22,-79,大戶卡,霖,午餐-711,餐費
3229,,2021/11/22,-35,現金,軒,早餐-起司蛋餅,餐費
3230,,2021/11/22,-1599,大戶卡,軒,寶可夢晶燦鑽石版胸口痛,娛樂
3231,,2021/11/22,-66,大戶卡,軒,我和你沒啥好說的★兔兔希望今天能準時下班(買貼圖給霖),娛樂
3232,,2021/11/22,1200,土銀(霖),-,生日禮金,額外收入
3233,,2021/11/21,-60,大戶卡,霖,茶湯會,飲料
3234,,2021/11/21,-70,大戶卡,軒,麻古茶坊,飲料
3235,,2021/11/21,-120,大戶卡,一起,清原嫩仙草給小舅媽家,交際
3236,,2021/11/21,-30,大戶卡,一起,清原嫩仙草,餐費
3237,,2021/11/21,1538,大戶(軒),-,邱屌馥瑜給相演燒肉的錢,代墊收款
3238,,2021/11/21,-13000,大戶(軒),霖,中央學分費分六期(2/6),進修
3239,,2021/11/21,-13000,大戶(軒),軒,中央學分費分六期(2/6),進修
3240,,2021/11/20,-188,大戶卡,霖,台灣之星電話費,網路
3241,,2021/11/20,-199,大戶卡,軒,台灣之星電話費,網路
3242,,2021/11/20,-340,現金,一起,午餐-中央校門口義大利麵,餐費
3243,,2021/11/20,-1538,大戶卡,一起,晚餐-相演燒肉,餐費
3244,,2021/11/20,-1538,大戶卡,-,晚餐相演燒肉邱屌馥瑜,代墊
3245,,2021/11/20,-320,大戶卡,一起,衛生紙+牛奶,家用
3246,,2021/11/20,386,大戶(軒),-,利息存入,額外收入
3247,,2021/11/20,-131,大戶卡,一起,停全聯停車費,交通
3248,,2021/11/20,99,大戶(霖),-,存款息,額外收入
3249,,2021/11/19,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3250,,2021/11/19,-1380,大戶卡,-,幫公司加油代墊,代墊
3251,,2021/11/19,-79,大戶卡,霖,午餐-711,餐費
3252,,2021/11/19,-205,現金,一起,晚餐-歐姆萊斯,餐費
3253,,2021/11/18,-95,現金,霖,午餐-親子丼,餐費
3254,,2021/11/18,-500,大戶卡,一起,摩斯儲值,餐費
3255,,2021/11/18,-1285,大戶卡,一起,汽車加油,交通
3256,,2021/11/18,-256,現金,軒,錶帶,娛樂
3257,,2021/11/18,-260,大戶卡,一起,嘟嘟房停車費(機器壞掉沒辦法打折),交通
3258,,2021/11/17,-570,大戶卡,軒,國泰甲亢回診,醫療
3259,,2021/11/17,-119,大戶卡,一起,晚餐-八方,餐費
3260,,2021/11/17,-260,嘟嘟卡,一起,嘟嘟房停車費(機器壞掉沒辦法打折),交通
3261,,2021/11/17,-95,現金,霖,午餐-梁記雞肉飯,餐費
3262,,2021/11/16,-800,現金,軒,蘋果手錶,娛樂
3263,,2021/11/16,-79,大戶卡,霖,午餐-711,餐費
3264,,2021/11/16,-968,大戶卡,霖,手游魔界戰記儲值,娛樂
3265,,2021/11/16,-312,大戶卡,一起,晚餐-麥當勞,餐費
3266,,2021/11/16,-111,大戶卡,軒,機車加油,交通
3267,,2021/11/16,-169,大戶卡,一起,牛奶,家用
3268,,2021/11/16,-156,嘟嘟卡,一起,嘟嘟房停車場,交通
3269,,2021/11/15,-50,現金,軒,早餐-巨森,餐費
3270,,2021/11/15,-1800,大戶卡,一起,舞悠*3,醫療
3271,,2021/11/15,-105,現金,軒,朱朱團購水壺,家用
3272,,2021/11/15,-420,現金,軒,衛生棉條,家用
3273,,2021/11/15,-1097,大戶卡,-,公司午餐米家代墊,代墊
3274,,2021/11/15,1097,現金,-,公司午餐米家收款,代墊收款
3275,,2021/11/15,-89,大戶卡,霖,午餐-711,餐費
3276,,2021/11/14,-60,現金,一起,停民生社區車場,交通
3277,,2021/11/14,-594,現金,一起,午餐-饗樂 媽出2000,餐費
3278,,2021/11/13,-710,現金,一起,午餐-鐵板燒,餐費
3279,,2021/11/12,-1328,大戶卡,-,公司汽車加油代墊,代墊
3280,,2021/11/12,-385,現金,一起,晚餐-你好,餐費
3281,,2021/11/12,-94,大戶卡,霖,機車加油,交通
3282,,2021/11/12,-20,現金,軒,早餐-早餐店,餐費
3283,,2021/11/12,-35,現金,軒,凱哥早餐沒給我錢,交際
3284,,2021/11/12,-95,現金,霖,午餐-親子丼,餐費
3285,,2021/11/11,-187,大戶卡,一起,玻璃水壺,家用
3286,,2021/11/11,-160,現金,軒,晚餐-皮蛋瘦肉粥+上輝仙草,餐費
3287,,2021/11/11,-147,大戶卡,霖,晚餐-麥當勞,餐費
3288,,2021/11/11,-79,大戶卡,霖,午餐-711,餐費
3289,,2021/11/11,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3290,,2021/11/11,-30,現金,軒,早餐-早餐店,餐費
3291,,2021/11/11,-147,大戶卡,-,熊貓多扣,代墊
3292,,2021/11/10,-1028,大戶卡,-,公司午餐米家代墊,代墊
3293,,2021/11/10,-770,大戶卡,一起,化妝水*2,家用
3294,,2021/11/10,-557,大戶卡,軒,衣物,衣物
3295,,2021/11/10,-296,大戶卡,一起,棉花棒*2化妝棉*2,家用
3296,,2021/11/10,1028,現金,-,公司午餐代墊收款,代墊收款
3297,,2021/11/10,2000,現金,-,出差十月誤餐費400*5天,額外收入
3298,,2021/11/10,-1843,大戶卡,軒,肥裕大大的尿布 禮物,交際
3299,,2021/11/10,-95,現金,霖,午餐-親子丼,餐費
3300,,2021/11/10,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3301,,2021/11/9,-750,現金,軒,機油+煞車皮,交通
3302,,2021/11/9,-1858,大戶卡,霖,國泰皮膚科回診,醫療
3303,,2021/11/8,-20,現金,軒,早餐三明治,餐費
3304,,2021/11/8,-35,現金,-,凱哥早餐沒給錢,交際
3305,,2021/11/8,-65,現金,霖,午餐-黑金滷肉飯,餐費
3306,,2021/11/8,-169,大戶卡,一起,牛奶,家用
3307,,2021/11/7,-275,現金,一起,早餐-良粟商號,餐費
3308,,2021/11/6,30000,大戶(軒),-,土銀霖轉來大戶軒,洗錢
3309,,2021/11/6,21880,大戶(軒),-,華南軒轉來大戶軒,洗錢
3310,,2021/11/6,-19436,華南(軒),-,定存股,洗錢
3311,,2021/11/6,-21880,華南(軒),-,轉去大戶軒,洗錢
3312,,2021/11/6,-30000,土銀(霖),-,轉去大戶軒,洗錢
3313,,2021/11/6,-400,現金,一起,午餐-布克湖,餐費
3314,,2021/11/6,3000,現金,-,媽請我幫忙買狗零食,代墊收款
3315,,2021/11/6,-594,大戶卡,-,妞妞零食,代墊
3316,,2021/11/6,-594,大戶卡,-,妞妞零食,代墊
3317,,2021/11/6,-840,大戶卡,-,妞妞零食,代墊
3318,,2021/11/6,-972,大戶卡,-,妞妞零食,代墊
3319,,2021/11/6,-543,大戶卡,一起,咪咪肉泥/餐包/零食哩哩扣扣等,寵物
3320,,2021/11/6,-1043,大戶卡,一起,汽車加油,交通
3321,,2021/11/5,2286,現金,-,幫公司代墊油錢咖啡飲料收款,代墊收款
3322,,2021/11/5,32460,土銀(霖),-,10月薪水,薪資
3323,,2021/11/5,-50,大戶卡,霖,機車加油,交通
3324,,2021/11/5,-106,大戶卡,軒,機車加油,交通
3325,,2021/11/5,-1200,現金,霖,摩托車輪胎+一罐油,交通
3326,,2021/11/4,-1530,大戶卡,-,幫公司代墊午餐,代墊
3327,,2021/11/4,1530,現金,-,公司給我午餐錢,代墊收款
3328,,2021/11/4,37316,華南(軒),-,10月薪水+加班16小時,薪資
3329,,2021/11/4,4000,華南(軒),-,出差4天一天一千,額外收入
3330,,2021/11/4,-80,現金,霖,午餐-原味小火鍋,餐費
3331,,2021/11/4,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3332,,2021/11/3,-1500,大戶卡,一起,Etag,交通
3333,,2021/11/3,-110,大戶卡,一起,晚餐-八方雲集,餐費
3334,,2021/11/3,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3335,,2021/11/3,-70,現金,霖,午餐-炒飯加蛋,餐費
3336,,2021/11/2,-40,現金,霖,早餐-飯糰,餐費
3337,,2021/11/2,-60,現金,軒,早餐店,餐費
3338,,2021/11/2,-125,現金,軒,晚餐-鍋燒意麵,餐費
3339,,2021/11/2,-147,大戶卡,霖,晚餐-麥當勞,餐費
3340,,2021/11/2,-79,大戶卡,霖,午餐-711,餐費
3341,,2021/11/2,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3342,,2021/11/2,-15,大戶卡,軒,衛生紙,家用
3343,,2021/11/2,-35,大戶卡,軒,請交管大哥喝飲料 跟人家借摩托車,交際
3344,,2021/11/2,-165,現金,一起,牛奶,家用
3345,,2021/11/2,19063,大戶卡,-,大戶軒繳大戶卡費,洗錢
3346,,2021/11/2,-19063,大戶(軒),-,繳大戶卡費,洗錢
3347,,2021/11/2,-974,大戶卡,霖,手游魔戒戰紀儲值,娛樂
3348,,2021/11/1,-20,現金,軒,早餐-煎蛋吐司,餐費
3349,,2021/11/1,-95,現金,霖,午餐-梁記雞肉飯,餐費
3350,,2021/11/1,200,現金,-,發票中獎,額外收入
3351,,2021/11/1,-39,大戶卡,軒,愛鳳線,家用
3352,,2021/11/1,394,大戶(軒),-,現金回饋,額外收入
3353,,2021/10/31,-932,大戶卡,一起,午餐-大戶屋,餐費
3354,,2021/10/31,-121,大戶卡,霖,機車加油,交通
3355,,2021/10/31,-14,大戶卡,一起,汽車路邊停車費,交通
3356,,2021/10/31,-19,大戶卡,一起,機車路邊停車費,交通
3357,,2021/10/31,-1180,現金,一起,晚餐-牛總,餐費
3358,,2021/10/30,-120,大戶卡,一起,觀音拿鐵,飲料
3359,,2021/10/30,-100,現金,一起,紫陽機器洗車,交通
3360,,2021/10/30,-1242,大戶卡,一起,汽車加油,交通
3361,,2021/10/30,-50,大戶卡,一起,山坡停車場停車費,交通
3362,,2021/10/30,-225,現金,一起,老闆排骨,餐費
3363,,2021/10/29,-208,大戶卡,一起,晚餐-711,餐費
3364,,2021/10/29,-135,大戶卡,軒,龜記跟媽一起喝,飲料
3365,,2021/10/29,-72,大戶卡,霖,午餐-711,餐費
3366,,2021/10/29,-151,大戶卡,軒,機車加油,交通
3367,,2021/10/29,-115,現金,軒,早餐-良粟商行,餐費
3368,,2021/10/28,-290,大戶卡,-,幫公司咖啡飲料代墊,代墊
3369,,2021/10/28,290,現金,-,公司咖啡代墊收款,代墊收款
3370,,2021/10/28,-65,現金,霖,午餐-黑金滷肉飯,餐費
3371,,2021/10/28,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3372,,2021/10/28,-240,現金,一起,晚餐-歐姆萊斯,餐費
3373,,2021/10/27,-143,大戶卡,一起,晚餐-八方雲集,餐費
3374,,2021/10/27,-450,大戶卡,一起,口罩*2盒摩戴舒,家用
3375,,2021/10/27,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3376,,2021/10/26,-1716,大戶(霖),-,轉去繳嘟嘟卡,洗錢
3377,,2021/10/26,1716,嘟嘟卡,-,大戶霖繳嘟嘟卡,洗錢
3378,,2021/10/26,-95,現金,霖,午餐-梁記雞肉飯,餐費
3379,,2021/10/26,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3380,,2021/10/25,-10,大戶卡,軒,茶葉蛋,餐費
3381,,2021/10/25,-20,現金,軒,早餐-三明治,餐費
3382,,2021/10/25,-20,現金,-,幫凱哥買早餐,代墊
3383,,2021/10/25,20,大戶(軒),-,凱哥給我早餐錢,代墊收款
3384,,2021/10/25,-95,大戶卡,一起,機車加油(小舅媽摩托車),交通
3385,,2021/10/25,-222,大戶卡,-,幫開群買飲料代墊,代墊
3386,,2021/10/25,-1471,大戶卡,-,幫開群汽車加油代墊,代墊
3387,,2021/10/25,-151,現金,一起,愛弟豆花,餐費
3388,,2021/10/24,-340,大戶卡,軒,晚餐-太陽拉麵,餐費
3389,,2021/10/24,-100,大戶卡,一起,泡芙*3,餐費
3390,,2021/10/24,-100,大戶卡,一起,媽泡芙*3,交際
3391,,2021/10/24,-120,大戶卡,一起,早餐-炒泡麵,餐費
3392,,2021/10/24,-320,大戶卡,一起,午餐-偷味道,餐費
3393,,2021/10/24,-200,現金,一起,民生社區打球,運動
3394,,2021/10/24,-90,現金,一起,民生社區停車場,交通
3395,,2021/10/24,-1098,大戶卡,一起,生髮水+沐浴乳,家用
3396,,2021/10/23,-445,大戶卡,一起,午餐-麻辣一小鍋,餐費
3397,,2021/10/23,-1031,大戶卡,一起,汽車加油,交通
3398,,2021/10/23,-78,大戶卡,一起,蘋果派布丁塔,餐費
3399,,2021/10/22,-252,大戶卡,軒,薛生日禮物美式十杯,交際
3400,,2021/10/22,-35,現金,軒,早餐-三明治,餐費
3401,,2021/10/22,-593,大戶卡,-,開群咖啡代墊,代墊
3402,,2021/10/21,461,大戶(軒),-,利息存入,額外收入
3403,,2021/10/21,-20,現金,霖,早餐-三明治,餐費
3404,,2021/10/21,-95,現金,霖,午餐-4+Break,餐費
3405,,2021/10/21,-13000,大戶(軒),軒,中央學分費分六期(1/6),進修
3406,,2021/10/21,-11000,大戶(軒),霖,中央學分費分六期(1/6),進修
3407,,2021/10/21,-1,大戶(霖),-,暫存LINEBANK,洗錢
3408,,2021/10/21,-500,大戶卡,一起,MOS卡儲值,餐費
3409,,2021/10/21,-2000,大戶(霖),霖,中央學分費分六期(1/6),進修
3410,,2021/10/21,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3411,,2021/10/21,-283,大戶(霖),-,轉去大戶軒,洗錢
3412,,2021/10/21,283,大戶(軒),-,大戶霖存來,洗錢
3413,,2021/10/21,113,大戶(霖),-,存款息,額外收入
3414,,2021/10/20,-60,現金,軒,早餐-早餐店,餐費
3415,,2021/10/20,-356,大戶卡,-,711幫公司代墊,代墊
3416,,2021/10/20,356,大戶(軒),-,幫公司711代墊收款,代墊收款
3417,,2021/10/20,-150,現金,霖,午餐-紅將軍丼飯,餐費
3418,,2021/10/20,-224,大戶卡,一起,晚餐-麥當勞,餐費
3419,,2021/10/20,-76,現金,軒,中央小木屋鬆餅,餐費
3420,,2021/10/20,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3421,,2021/10/19,-20,現金,軒,早餐-巨森,餐費
3422,,2021/10/19,-40,現金,霖,早餐-飯糰,餐費
3423,,2021/10/19,-65,現金,霖,午餐-黑金滷肉飯,餐費
3424,,2021/10/19,-143,大戶卡,一起,晚餐-八方雲集,餐費
3425,,2021/10/19,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3426,,2021/10/19,-70,現金,軒,午餐-鍋燒,餐費
3427,,2021/10/18,-300,現金,軒,儲值悠遊卡,交通
3428,,2021/10/18,-4000,大戶(軒),-,從ATM領現金,洗錢
3429,,2021/10/18,4000,現金,-,從大戶軒ATM領現金,洗錢
3430,,2021/10/18,-40,現金,霖,早餐-飯糰,餐費
3431,,2021/10/18,-79,大戶卡,霖,午餐-711,餐費
3432,,2021/10/17,-60,大戶卡,霖,茶湯會,飲料
3433,,2021/10/17,-1344,現金,一起,午餐-饗樂,餐費
3434,,2021/10/17,-60,現金,一起,民生社區停車費,交通
3435,,2021/10/16,-600,大戶卡,霖,國泰醫院內分泌回診,醫療
3436,,2021/10/16,-310,大戶卡,一起,早午餐-白暮蛋餅先生4號店（民生）,餐費
3437,,2021/10/16,-1068,大戶卡,一起,汽車加油,交通
3438,,2021/10/16,-98,大戶卡,軒,富邦疫苗險,醫療
3439,,2021/10/16,-98,土銀(霖),霖,富邦疫苗險,醫療
3440,,2021/10/16,-130,現金,一起,給媽仙草茶+仙草凍,交際
3441,,2021/10/16,-146,現金,一起,仙草茶+仙草凍,餐費
3442,,2021/10/16,-381,大戶卡,軒,台灣之星電話費,網路
3443,,2021/10/16,-189,大戶卡,霖,台灣之星電話費,網路
3444,,2021/10/15,-250,大戶卡,軒,請大家喝五十嵐,交際
3445,,2021/10/15,-70,現金,軒,午餐-鍋燒意麵,餐費
3446,,2021/10/15,-50,現金,軒,早餐-巨森,餐費
3447,,2021/10/15,-156,嘟嘟卡,一起,嘟嘟房停車場費,交通
3448,,2021/10/15,-79,大戶卡,霖,午餐-711,餐費
3449,,2021/10/15,-20,現金,霖,早餐-土司夾熱狗,餐費
3450,,2021/10/15,100,大戶卡,-,數字油畫退費運費,交際
3451,,2021/10/15,-165,現金,一起,牛奶,家用
3452,,2021/10/14,-1,現金,一起,牙膏,家用
3453,,2021/10/14,-140,現金,軒,午餐-臭臭鍋,餐費
3454,,2021/10/14,-163,大戶卡,一起,晚餐-subway,餐費
3455,,2021/10/14,-18,大戶卡,一起,茶葉蛋,餐費
3456,,2021/10/14,-156,嘟嘟卡,一起,嘟嘟房停車場費,交通
3457,,2021/10/14,-95,現金,霖,午餐-手工麵,餐費
3458,,2021/10/13,-40,現金,霖,早餐-飯糰,餐費
3459,,2021/10/13,-70,現金,霖,午餐-炸雞腿飯,餐費
3460,,2021/10/13,-150,現金,軒,午餐-涂家菜湯+白飯,餐費
3461,,2021/10/13,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3462,,2021/10/13,-22934,大戶(軒),-,青年旅館代墊,代墊
3463,,2021/10/13,-3066,大戶(軒),一起,跨年住宿三兩天夜青年旅館,娛樂
3464,,2021/10/12,-20,現金,霖,早餐-三明治,餐費
3465,,2021/10/12,-79,大戶卡,霖,午餐-711,餐費
3466,,2021/10/12,-1190,大戶卡,一起,汽車加油,交通
3467,,2021/10/12,-156,嘟嘟卡,一起,嘟嘟房停車,交通
3468,,2021/10/12,-143,大戶卡,一起,晚餐-八方雲集,餐費
3469,,2021/10/11,60,大戶(軒),-,蝦皮電風扇退運費,代墊收款
3470,,2021/10/11,198,大戶(軒),-,蝦皮電風扇退款,代墊收款
3471,,2021/10/10,-355,現金,一起,午餐-豬腳飯豬腳麵線小菜,餐費
3472,,2021/10/10,-680,現金,一起,晚餐-阿爸A情人,餐費
3473,,2021/10/10,-160,大戶卡,-,幫詒雅雅嫻代墊可不可,代墊
3474,,2021/10/10,160,現金,-,幫詒雅雅嫻代墊收款可不可,代墊收款
3475,,2021/10/10,-30,大戶卡,一起,可不可,飲料
3476,,2021/10/9,-420,現金,一起,晚餐-蘇琳家,餐費
3477,,2021/10/9,-60,現金,一起,50嵐四季春兩杯,飲料
3478,,2021/10/9,-140,現金,一起,茶湯會兩杯,飲料
3479,,2021/10/9,-600,大戶卡,霖,國泰內分泌科抽血檢查,醫療
3480,,2021/10/9,-190,現金,一起,午餐-臭豆腐麵線,餐費
3481,,2021/10/9,-5000,大戶(軒),-,從ATM領錢,洗錢
3482,,2021/10/9,5000,現金,-,從ATM領現金,洗錢
3483,,2021/10/9,-203,大戶(軒),軒,健保卡遺失補申請費用,醫療
3484,,2021/10/9,-800,大戶卡,一起,牛奶/炭治郎刮鬍刀/巧克力牛奶,家用
3485,,2021/10/8,-20,現金,軒,早餐-巨森,餐費
3486,,2021/10/8,-60,現金,-,蝦皮電風扇退貨,代墊
3487,,2021/10/8,-450,現金,一起,午餐-老又新,餐費
3488,,2021/10/8,-400,現金,霖,剪頭髮,衣物
3489,,2021/10/8,-111,大戶卡,軒,機車加油,交通
3490,,2021/10/8,-20,現金,霖,早餐-三明治,餐費
3491,,2021/10/8,-134,大戶卡,一起,龜記,飲料
3492,,2021/10/7,-200,現金,軒,午餐-樂麵屋,餐費
3493,,2021/10/7,-40,現金,霖,早餐-飯糰,餐費
3494,,2021/10/7,-90,現金,霖,午餐-手工麵,餐費
3495,,2021/10/7,13000,大戶(軒),-,從土銀霖轉來,洗錢
3496,,2021/10/7,-13000,土銀(霖),-,轉去大戶軒,洗錢
3497,,2021/10/7,-118,大戶卡,霖,機車加油,交通
3498,,2021/10/6,-500,大戶卡,一起,晚餐-mos儲值500,餐費
3499,,2021/10/6,-50253,大戶(軒),-,大戶卡費,洗錢
3500,,2021/10/6,50253,大戶卡,-,繳大戶卡費,洗錢
3501,,2021/10/6,-34246,華南(軒),-,轉去大戶(軒),洗錢
3502,,2021/10/6,34246,大戶(軒),-,從華南(軒)轉來,洗錢
3503,,2021/10/6,-156,嘟嘟卡,一起,嘟嘟房停車費,交通
3504,,2021/10/6,-40,現金,霖,早餐-飯糰,餐費
3505,,2021/10/6,-85,大戶卡,霖,午餐-711,餐費
3506,,2021/10/5,-40,現金,霖,早餐-飯糰,餐費
3507,,2021/10/5,32448,土銀(霖),-,9月薪水,薪資
